"session","created","modified","ended","expired","code","pid_nr","class_start","ref_norm","refnorm_open_t1","random_refnorm_sentence_t1_class1","random_refnorm_sentence_t1_class2","refnorm_rank_t1","refnorm_open_t2","random_refnorm_sentence_t2_class1","random_refnorm_sentence_t2_class2","refnorm_rank_t2","student1","student2","student3","student4","student5","student6","student7","student8","student9","inf_cons","age","gender","exp","subjects","subject_deutsch"
"Fzy1IALJED93itZLqqJkTidE2B0a2X1XJMvBHb4XYRZfsn_Ektvhn4ME-6Fdft3Y","2022-05-03 15:05:43","2022-05-03 16:00:28","2022-05-03 16:00:29","","417","117","2","c","Die zentralen Informationen sind, dass Das Lernniveau rückläufig ist, was vermutlich durch eine Verfälschung der Ergebnisse durch eine unsachgemäße Zusammenstellung der Tests zurückzuführen ist. Schätzungsweise hat Frau Meier die Tests von Zeit zu Zeit schwerer gestaltet, da sie von einem ansteigenden Lernniveau ausgegangen ist. Das ansteigende Lernniveau ist vermutlich auch vorhanden, nur kann man durch die Anpassung der Test nicht den tatsächlichen Lernstand, bzw. die Veränderung der Lernniveaus erkennen. Um aussagekräftige Daten zu erheben ist es wichtig, die Tests immer mit der gleichen Schwierigkeit zu gestalten um eine geeignete Interpretation durchführen zu können.  ","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","2","Da die Schüler alle eine Leistungssteigerung gezeigt haben, hat die Lehrerin vermutlich die Tests etwas schwerer gemacht, da sie wohl davon ausging, die Schüler verbessern sich äußerst stark, worauf hin sich die Ergebnisse wieder etwas nach unten verschoben haben, obwohl sie eigentlich hätten ansteigen sollen (oder zumindest Gleich bleiben).","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","1","minus1","null","minus1","null","plus2","plus2","plus2","null","minus1","1","3","2","1","2",""
"_yuaAv98til61KjOcBBZSi1fy7KKQVl11ALdb8smIGEuJsoSZ9HNjSXcr5qAuoxM","2022-05-03 15:20:03","2022-05-03 15:29:46","2022-05-03 15:29:46","","292","118","2","s","1. Es ist zu erkennen, dass eine hohe Anzahl von Schülern von Woche zu Woche den gleichen Fortschritt machen > dunkelgraue Punkte
2. Es gibt immer Schüler*innen, die durch eine besonders hohe/niedrige Punktanzahl herausstechen > gute und schwache Schüler*innen
3. Jedoch erreicht weder einer/eine die Höchs-/Niedrigpunktzahl","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","3","1. Alle Schüler*innen erreichen den Grundanspruch der Klasse 6
2. Es lassen sich viele guten Schüler*innen erkennen","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","1","minus1","minus4","plus1","minus2","plus1","minus4","minus3","plus3","minus5","1","2","1","2","1","1"
"SpmJYq6hdXEbXyM5ARlWSQbDUWr5AOH-CqbCTfL_IEPZ9Vb4xMp6-ppVQSqbFpw0","2022-05-03 15:50:44","2022-05-04 12:15:59","2022-05-04 12:15:59","","331","119","1","s","in Woche 6 verlagern sich die meisten Werte über Stufe 9, während sie in Woche 4 und 8 unterhalb liegen --> Lernerfolg war in W6 am höchsten","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","bis auf wenige Ausnahmen liegen alle Schüler*innen zwischen Stufe 5 und 10, die meisten bewegen sich zwischen Stufe 7 und 9
","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","3","plus1","minus3","plus3","null","minus1","minus3","minus1","plus4","minus2","1","3","1","3","1, 2","1"
"zV-qm3ZTs9CFWXKTSQzmGeqKm9ObTSoQc9maF-1eRw4ZisX38DoYAiD8D_iX-Ghg","2022-05-03 15:55:16","2022-05-03 16:17:25","2022-05-03 16:17:25","","361","120","2","c","Nach mehr Wochen, werden die Abstände immer geringer, der Großteil bewegt sich also auf einem ähnlichen Wissensstand.","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","2","Einige haben sich verschlechtert, wenige verbessert. Die große Mehrheit liegt über dem Grundanspruch von Klasse 9.","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","1","minus1","minus2","plus3","plus1","plus5","plus2","plus1","plus3","minus3","1","1","1","2","1, 3","1"
"XOaZ02-iKnhu6RIW_-lcdXVT93xn2tUhWPUze70OUnUZX-9MnejXVBLRMDg1i1JP","2022-05-03 16:00:46","2022-05-03 16:15:26","2022-05-03 16:15:27","","367","121","2","s","Lernstände haben sich von Woche 4 auf Woche 6 merklich verbessert. Von Woche 6 auf Woche 8 war nur eine minimale Verbesserung erkennbar.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","Leistungsniveau aus Woche 6 höher als aus Woche 9
Allgemein hat die Klasse den Grundanspruch erreicht bzw. liegt über diesem","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","1","null","minus2","plus2","plus1","plus4","minus1","plus1","plus3","minus3","1","1","1","2","2, 3",""
"aUZ7Wi8ByxSZuInHSXyeZW8cAxs5vhpjOeLjHFof_omKVgko19dkPCNMBk9D-I5y","2022-05-03 16:03:11","2022-05-03 16:59:48","2022-05-03 16:59:48","","359","122","1","i","Von Messung zwei zu Messung drei findet eine Verschlechterung statt.
Von Messung 1 zu Messung 3 verbessert sich der jeweils schlechteste Schüler von Stufe 5 auf Stufe 6.
Bei der dritten Messung haben einige SchülerInnen die höchste Stufe erreicht.
Handelt es sich um eine 6. Klasse, so haben in Woche 8 alle Schüler den Grundanspruch erreicht, handelt es sich um eine 9. Klasse, so haben in Woche 6 alle SchülerInnen den Grundanspruch erreicht, in Woche 8, die meisten.
Die Klasse schneidet besser ab als die Vergleichsgruppe.","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","2","Bei den schwächeren SchülerInnen findet eine starke Verschleterung statt.
Bei den stärkeren SchülerInnen findet eine Verschlechterung statt.
Bei den SchülerInnen deren Kompetenzen im mittleren Bereich liegen, finden teils Verbesserung, teils Verschlechterung statt.
Insgesamt nähern sich die Leistungen der Klasse (außer der schwachen SchülerInnen) näher aneinander an, die Kompetenzen liegen bei der letzten Messung weniger weit auseinander.
In Woche 8 haben die meisten SchülerInnen den Grundanspruch erreicht.
Die Klasse ist schwächer als die Vergleichsgruppe.
","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","1","minus1","plus1","minus1","plus1","plus5","plus4","plus4","plus2","minus1","1","1","1","2","1","1"
"fmoNJa-J6_k8B97bTre7tDk4DfsyNZ1QD6XhfpZ3V9MgVoE5PJbV21B5LpHYPmQG","2022-05-03 16:03:15","","","","","123","1","i","","","","","","","","","","","","","","","","","","","","","","",""
"wIVq3IP6-YKPR0bwcSVjrT_cAKv17WTHLg5Uad_d-P1I3YF9_NqYOGnmKDovTsg0","2022-05-03 16:15:02","","","","","124","1","c","","","","","","","","","","","","","","","","","","","","","","",""
"uIVl8UcOXUN0Uc3nTdGBjqJHBfpagBrt0WR3bJDrWuHaVKWqvOS70fGgeQvE4vUH","2022-05-03 16:15:08","","","","","126","1","i","","","","","","","","","","","","","","","","","","","","","","",""
"pf-sVFHZQhY7jghwzNfqW2kamAPqCfy6dup5aa5kIZj7-cj3kRBMRjuvln3QGs8z","2022-05-03 16:15:08","","","","","126","2","s","","","","","","","","","","","","","","","","","","","","","","",""
"P66Uu9HL2-PbHwwQoz11LFlrJqeTq0eoujQhExmpNNNoMBm0YtgLfhj0KoMI1SRx","2022-05-03 16:42:16","","","","","127","2","s","","","","","","","","","","","","","","","","","","","","","","",""
"Zxf8d1_DJY8K5VC7FkVwzes1AfCFIEYjNWMezrGB531ug3t4aQ1qwXeY3eDpCbUn","2022-05-03 16:42:47","","","","","128","2","i","","","","","","","","","","","","","","","","","","","","","","",""
"OeNphTsycJ4P96DEy6N7rvzXlnAPaq8yjiNatCiCYqOfuiXvqKEmaRUnwaKQWWix","2022-05-03 16:52:02","","","","","129","1","c","","","","","","","","","","","","","","","","","","","","","","",""
"jGb5vea4ormS6yPhDbnRKtP1xdQnM15Yd4pBq7YDMds-j3Xb3tYtj-69wwYcVJ3N","2022-05-03 16:53:08","","","","","130","1","s","","","","","","","","","","","","","","","","","","","","","","",""
"sZqEpoFP7PkYj6LfTl8E7BVi52q8mqZmmpKfLKyVcwa8OXBpfEA_6yiSPK5TVUut","2022-05-03 16:59:05","","","","","131","1","i","","","","","","","","","","","","","","","","","","","","","","",""
"exLPRlRVZfeMSJWWnPlaS-2NBqogTQGtVQ5eBYLtMBaJdLU8JR8N0VZ5j8Dy9hu-","2022-05-03 16:59:26","","","","","132","2","s","","","","","","","","","","","","","","","","","","","","","","",""
"bicVA3gJ8BahtEiQEM0A-VQ53D10LAcqoOnCHpKY1ECgJ0qgNFvl6kJuacP6XHqF","2022-05-03 16:59:49","","","","","133","1","i","","","","","","","","","","","","","","","","","","","","","","",""
"r4-uSZgJP3_9CTglLXu3RNR6LOq1150R9Y7I_ac6rXE-BVTjM2l7TcOkTXOXYsM1","2022-05-03 17:09:33","2022-05-03 17:35:01","2022-05-03 17:35:01","","428","134","2","s","Für mich sind zentrale Informationen, dass sich die Schüler in Woche 8 verbessern und in die höheren Stufen gehen. Dies wird durch die dunkleren Punkte (Überlappungen) deutlich. Außerdem befindet sich kein Schüler in Woche 8 mehr in Stufe 1. Lediglich 2 Schüler sind in Stufe 2. Die Mehrheit der Schüler sind in ab Stufe 5 eingestuft. Allerdings fallen die Ergebnisse nach Woche 6 und verschlechtern sich. Im Allgemeinen find ich kann man zufrieden mit dem Lernstand der Kinder sein, da es immer stärkere und schwächere Schüler in einer Klasse gibt. Hier kann man auch anhand von Lerngruppen, die schwächeren Kinder stärken. ","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","1","Hier fällt deutlich auf, dass sich die Mehrheit der Schüler bei Kompetenzstufe 7 oder besser befinden. Aber auch hier merkt man, dass sich manche Schüler verbessert und manche Schüler verschlechtert haben. Dies kann an der Art vom Unterricht, am eigenen Wohlbefinden der Schüler oder an äußerlichen Aspekten liegen. Man sieht auch deutlich, dass die Klasse von Frau Knoll besser als die Vergleichsklasse abschneidet. Auch hier gibt es wieder Überlappungen, dass für ein gleiches bis identisches Niveau im Fach Deutsch spricht. In dieser Statistik werden die Schüler, die sich in Kompetenzstufe 10 befinden, durch das Einblenden der Vergleichsklasse, hervorgehoben.","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","1","plus1","minus2","plus4","plus2","plus3","plus1","plus2","plus3","minus1","1","2","1","1","2, 3",""
"yykk_8wGc4vtO_MjYuhCy-A9PlrmiDgAPOsxvLjKlUubkVPzfdywdPE0_tBKK31d","2022-05-03 17:15:44","","","","357","135","1","i","","","","","","","","","","","","","","","","","","","","","","",""
"Mzk8Jdh6fDHY-liShp3CgZfEdwmvvKFWPQBx5lu6S787Xm7EvNe4FLf6ZaZO0qyT","2022-05-03 17:44:07","2022-05-03 17:53:46","2022-05-03 17:53:46","","357","136","2","s","Im Laufe der Wochen werden die Ergebnisse der Schüler immer schwächer. Das merkt man vor allem in Woche 8. Vielleicht hat sie eine andere Unterrichtsmethode verwendet oder das Thema war schwerer. ","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","2","Viele Schüler sind auf dem Niveau der Vergleichsgruppe oder höher. Nur wenige schneiden schlechter ab. ","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","1","minus2","minus2","plus1","null","plus2","minus1","plus1","plus2","minus2","1","2","1","1","1, 3","2"
"QXDDUsVb2qOa6HNBjG0XuC-DvvfXYedjgb5QcJzGtiO5P9ubbOyMduNOTLYasRSP","2022-05-03 17:59:07","2022-05-03 18:48:25","2022-05-03 18:48:25","","287","137","1","s","Die Positionierung der Punkte entlang der x-Achse zeigt, dass Frau Maier den Lernstand der Kinder zu drei verschiedenen Zeitpunkten geprüft hat: in Woche 4, 6 und 8.
Der Kompetenzstand der SuS reicht in Woche vier von 500-1200, in Woche 6 von 800-1200 und in Woche 8 von ca. 649-1200. Es lässt sich also schlussfolgern, dass die Diskrepanz zwischen den Lernständen in Woche 4 die größte Bandbreite hat. In Woche 6 fallen die Ergebnisse am besten aus, was in Woche 8 jedoch wieder etwas abfällt.
Außerdem fällt auf, dass alle SuS mindestens Kompetenzstufe 5 erreicht haben. Sie beherrschen also die Bestimmung von Nomen, Verben und Adjektiven, die korrekte Kommasetzung bei Aufzählungen und die grundlegenden Rechtschreibregeln. Zudem gelingt ihnen die Unterscheidung zwischen Aussage-, Frage- und Befehlssatz und die Steigerung von Adjektiven.","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","In Woche 4 fielen die Ergebnisse am besten aus. Danach wurden sie fortwährend schlechter. In Woche 6 war der Abstand zu der Vergleichsgruppe am geringsten. Die höchste Kompetenzstufe wurde in Woche 4 erreicht. Je mehr Wochen vergehen, desto mehr nähern sich die Ergebnisse dem Grundanspruch der Klasse 9 ","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","3","minus1","null","minus1","null","plus2","plus1","plus1","null","minus1","1","2","1","2","1, 3","1"
"a-TLFTyk8dLdBmMix419WbtPKuFWBtUZENDI7mWFEHyH4T60pLAZvHTC6QxUtQyh","2022-05-03 18:14:50","2022-05-03 18:23:25","2022-05-03 18:23:25","","381","138","1","s","Bei der ersten Messung liegen die Ergebnisse der SchülerInnen noch sehr weit auseinander. Frau Maier scheint dann gezielt geübt zu haben. Die Leistungen sind besser und entsprechen auch dem Grundanspruch der Altersstufe. Die Kinder haben mit den neuen Informationen umgehen gelernt und nutzen sie für sich. Die letzte Messung liegt wieder leistungsmäßig weiter auseinander. Einiges scheint von den SchülerInnen wieder vergessen worden zu sein, aber einen Leistungsanstieg gibt es im Vergleich zur ersten Messung trotzdem noch.","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","2","Auch Frau Knoll erzielt durch gezieltes Üben eine Verbesserung in der zweiten Messung. Mehr SchülerInnen liegen nun auch im mittleren Vergleichswert der Gruppe. Erstaunlicherweise weist die letzte Messung eine Abnahme der gerade vorher sehr leistungsstarken Ergebnisse auf. Es liegen zwar noch mehr SchülerInnen im mittleren Vergleichswert aber einige scheinen sich eher verschlechtert zu haben.","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","3","plus1","minus3","plus4","null","plus2","minus4","minus1","plus3","minus2","1","1","1","1","1, 2","1"
"sRC4vV_VESbV4bZCbdrq_OBHGjDWsbSrHw3gTvRWCKyaShdFylVFoWTIVwpH1uq4","2022-05-03 18:19:36","2022-05-03 19:43:12","2022-05-03 19:43:12","","411","139","2","c","Die Kompetenzstufen der Schüler*innen sind nach 8 Wochen näher zusammengerückt. (Es bilden sich größere Gruppen bei Stufe 8 und 6) Zu Anfang sind sie viel breiter gefächert. 
Frau Maier fängt erst in der 4. Woche an zu messen und führt nur alle 2 Wochen einen Test durch. (Nur 3 Tests)
Es gibt sowohl einen Leistungsanstieg, als auch einen Leistungsabfall bei verschiedenen Schülern. Mindestens 3 Schüler verschlechtern sich von Stufe 10 auf mindestens Stufe 8 (nicht einsehbar ob noch mehr verschlechtert) und mindestens ein Schüler verbessert sich auf  mindestens Stufe 2.
Schüler*innen schneiden schlechter als Vergleichsgruppe ab.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","2","Nur ein Schüler*in liegt zu Anfang unter dem Grundanspruch der Klasse 6, kann dies aber in Woche 8 verbessern. 
Alle erreichen also den Grundanspruch der Klasse 6.
Die Mehrheit (bis auf 3) erreicht sogar Grundanspruch der Klasse 9
Klasse ist besser als die Vergleichsgruppe","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","2","null","minus1","plus3","null","plus5","plus1","null","plus5","minus4","1","2","1","2","3, 4",""
"cIE-WMAQDzlPyggEB0nA2dbuZOQCNxCOGYRXKo1LtWtkE4R4CefD97wDuTkNHOPB","2022-05-03 18:24:47","","","","440","140","1","s","","","","","","","","","","","","","","","","","","","","","","",""
"YvLOK4t614cQL1_EcJFcslL_GC9vSFy9kDUrZNiuPQtiHt-p2qr1U-FUdKaiuDkh","2022-05-03 19:00:37","2022-05-03 19:22:28","2022-05-03 19:22:28","","440","141","1","c","Die Mehrzahl der SuS erlangt in Woche 4 über die Kompetenzstufe 7. Ein geringer Teil der SuS liegt bei den Stufen 5 und 6. 
In Woche 6 beobachtet man, dass sich das Niveau der SuS verbessert, denn der geringe Teil der SuS im unteren Kompetenzbereich steigert sich auf Stufe 8, jedoch die SuS mit bereits hoher Kompetenzausprägung bleibt auf ihrem Stand. In der 8. Woche stellt man fest, dass es ein Mittfeld im Kompetenzbereich 7-9 und eine handvoll SuS im oberen Kompetenzbereich 10 bleiben. Einige SuS bleiben beim Kompetenzbereich 6-7 . 
","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","2","Zentrale Information für mich persönlich sind, dass es einige SuS gibt, die in der 8. Klasse unter dem Grundanspruch der 6.Klasse sind. Ich beobachte, dass es ein Mittelfeld gibt, dass über dem Grundanspruch der 6.Klasse liegt. Des Weiteren kann man beobachten, dass es sehr viele SuS gibt, die über dem Grundanspruch der 9. Klasse liegen. Zusätzlich sind die Punkte in verschiedenen FArben markiert, um somit die verschiedenen Kompetenzstufe abzulesen.","","Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","3","minus1","null","null","null","plus2","plus2","plus2","null","minus1","2","","","","",""
"3a0RfPFNFOgN4MXXcwzOnawtGjzyPD6yMXLD6iR0VprErS53Oz9dCJzurN_sk3Sx","2022-05-03 19:02:18","2022-05-04 11:14:16","2022-05-04 11:14:16","","373","142","1","i","Nach Vier Wochen sind die Schüler auf verschiedenen Kompetenzniveaus und erreichen einen Kompetenzwert von 500-1200. Nach 6 Wochen nähern sich die Kompetenzniveaus einander an und die Schüler erreichen einen Kompetenzwert von 800-1200. In Woche haben sich die Kompetenzwerte der Schüler wieder voneinander entfernt und errichen im chnitt weniger Punkte auf der Kompetenzskala als in Woche 6 was auf einen Lernrückgang hinweist. ","Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.","","3","Die meisten Schüler haben im Zeitraum zwischen Woche vier und acht einen Einbruch in ihrem Kompetenzniveau.","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.","2","null","minus3","plus3","null","plus3","minus3","null","plus2","minus3","1","3","2","2","1, 2","2"
"Gk5hRR7iqdmnTya5NrumL77B5n0T_FqltUNYiwzmFWZfvEyldTmlz030y2AiEwhR","2022-05-03 19:16:35","2022-05-03 19:43:14","2022-05-03 19:43:14","","398","143","2","i","Man erkennt in welchem Kompetenzbereich sich die Schüler aufhalten und das diese sich über die Wochen verändern","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","1","1. Man erkennt die Entwicklung der Schüler*innen über die Wochen 
2. Alle erreichen den Grundanspruch der Klasse 6 und fast auch alle den der Klasse 9
","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","2","null","minus4","plus4","null","plus4","minus4","null","plus4","minus4","1","1","2","1","2, 4",""
"Xe0niVdwj9hnp7V7PO-LQcRDY7mLlm_RKt3jUk0fBI7HYoFoxbL3X2p-jbiHxThs","2022-05-03 19:17:33","2022-05-03 19:32:09","2022-05-03 19:32:09","","435","144","1","s","Fast alle Schüler erreichen die 8. Kompetenzstufe. Die meisten befinden sich zwischen der 8. und 9. Stufe.","Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","","1","Die Schüler haben sich überwiegend verbessert. Die Schüler sind schlechter als die Vergleichsgruppe. ","","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.","2","null","minus4","plus2","null","plus4","minus2","plus2","plus3","minus2","2","","","","",""
"5xJ8yhmeaeqiz-MKVoxdvI-odBVYtgdsoCyiCyxNPi3Phw7VLElmm3XPLHZcoHPO","2022-05-03 20:18:05","2022-05-03 20:35:12","2022-05-03 20:35:12","","376","145","1","s","Beim 2. Test haben sich die Schüler deutlich verbessert. Aber beim 3. Test sind sie teilweise wieder schlechter aber nicht so schlecht wie bei Test Nummer 1.","Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.-Die meisten Schüler_innen erreichen die Kompetenzstufe 8 und höher bzw. liegen über dem Grundanspruch für das Ende der 9. Klasse.-Die Schüler_innen schneiden besser als die Vergleichsgruppe ab.","","2","Die Ergebnisse sind besser geworden.","","Die meisten Schüler_innen erreichen die Kompetenzstufe 6 und höher bzw. liegen über dem Grundanspruch für das Ende der 6. Klasse.-Die Schüler_innen schneiden schlechter als die Vergleichsgruppe ab.-Manche Schüler_innen haben sich verbessert, andere haben sich verschlechtert.","3","minus2","null","minus2","null","plus2","plus2","plus2","null","minus1","2","","","","",""
